Section,Question Number,Question,Answer
Experiment,10,"Beyond fixing random seeds, what is the most important element of your experimental protocol that ensures the comparisons you make are fair and reproducible?","The single most important element is the strict enforcement of the **evaluation budget**. In HPO, the primary cost is the function evaluation (i.e., training the model). By ensuring every single optimiser, regardless of its strategy, was given the exact same number of evaluations, we are comparing them on the most critical and universal resource constraint. This ensures that any performance difference is due to the algorithm's intelligence and efficiency, not because one was simply allowed to run for longer or perform more tests."
Experiment,11,"For your first experiment, you chose a 'Variable MLP' for the MNIST dataset where the number of hidden layers was a hyperparameter. Why did you opt to make the architecture dynamic in this initial, simplest experiment, rather than using a fixed and more conventional MLP?","This was a deliberate choice to test ECO's core value proposition from the very beginning. The thesis claims that ECO excels at handling both scalar and structural parameters within the same framework. By including a structural parameter—the number of layers—in the simplest experiment, I was able to validate this fundamental capability under clean, easily interpretable conditions before moving to more complex scenarios."
Experiment,12,"MNIST is often considered a 'solved' problem. What was the specific scientific purpose of including it in your thesis, given that demonstrating state-of-the-art accuracy was not the goal?","The purpose of the MNIST experiment was not to push performance boundaries, but to serve as a clean, low-noise, and computationally inexpensive 'sandbox' for algorithmic validation. Its well-behaved fitness landscape allowed for a clear and unambiguous test of ECO's fundamental mechanics, such as its convergence dynamics and the behaviour of the cellular operators, without the confounding variables of noisy data or complex model interactions that are present in the later experiments."
Experiment,13,"You state that no data augmentation was used for the MNIST task. Why was this standard technique deliberately omitted, and what would its inclusion have likely changed about the experiment?","Augmentation was omitted to ensure the purest possible signal for this initial validation. The goal was to test the optimiser's ability to navigate a deterministic and relatively clean fitness landscape. Including augmentation would have introduced a significant source of stochasticity, making the fitness score for a given set of hyperparameters a random variable. While that is a valid and important challenge, it was one I chose to isolate and test in the later, more complex experiments."
Experiment,14,"Looking at the fANOVA results for the MNIST experiment (Figure 11), ECO assigned notably higher importance to the 'layers' hyperparameter than the baseline methods. What does this specific result tell us about ECO's search behaviour?","This result is direct evidence of ECO's adaptive search strategy. While Grid and Random Search are uninformed and sample all parameters with equal probability, ECO's feedback mechanism allowed it to learn that varying the model's architecture had a significant impact on performance. It then focused its search effort on that influential dimension. It didn't just find good values; it discovered which *part of the problem* was most important to solve."
Experiment,15,"Why was a simple Convolutional Neural Network (CNN) chosen for the CIFAR-10 experiment, rather than a more complex, state-of-the-art architecture?","A simple, classic CNN architecture was chosen intentionally to create a clear and interpretable testbed. Using a large, state-of-the-art model like a ResNet would have introduced a vast number of parameters and complex interactions, making it difficult to isolate and understand the specific effects of the hyperparameters being tuned. The simpler CNN created a challenging but understandable landscape, allowing for a clearer analysis of how each optimiser navigated the trade-offs between parameters like filter count, dropout, and learning rate."
Experiment,16,What is the single most significant new challenge that the CIFAR-10 experiment introduces for the optimisers compared to the preceding MNIST task?,"The most significant new challenge is the dramatic increase in the complexity and dimensionality of the fitness landscape. This comes from two sources: the data itself is more complex (color, more intra-class variation), and the CNN model introduces a new set of powerful, interacting hyperparameters like filter counts and dropout. This moves the problem from a relatively simple one to a much more rugged, non-trivial landscape where the interactions between parameters are the key to unlocking performance."
Experiment,17,"In the CIFAR-10 setup, 'filter count' was a key structural parameter. How does tuning the number of filters present a different and more subtle challenge than tuning the number of layers, as was done in the MNIST experiment?","Tuning the filter count is a more subtle challenge because it directly controls the 'capacity' or 'representational power' of each layer. Unlike simply adding depth, adjusting filter counts requires the optimiser to find a fine-grained balance. Too few filters, and the model cannot learn the necessary features; too many, and it risks overfitting and wasting computation. It tests ECO's ability to perform this more nuanced form of capacity modulation, which is a critical task in modern network design."
Experiment,18,Dropout was introduced as a hyperparameter for the CIFAR-10 experiment. What does an optimiser's ability to find a good non-zero dropout rate signify about its search capability?,Finding a good dropout rate signifies that the optimiser is capable of managing the crucial trade-off between training performance and generalisation. A naive optimiser might simply drive dropout to zero to maximise training accuracy. An effective optimiser like ECO must learn from the validation set feedback that a moderate amount of regularisation is necessary to prevent overfitting. It's a direct test of the algorithm's ability to navigate away from settings that look good on paper but generalise poorly.
Experiment,19,"The fANOVA for CIFAR-10 (Figure 17) suggests ECO paid more attention to structural parameters (filters, dropout) than Bayesian Optimisation did. What does this imply about the differing strategies of these two advanced optimisers?","This implies a fundamental difference in their inductive biases. Bayesian Optimisation, with its Gaussian Process surrogate, is inherently biased towards finding smooth, continuous relationships, which it found in the training dynamic parameters like learning rate. ECO, with its less biased evolutionary mechanism, was free to explore the more rugged, combinatorial landscape of the structural parameters. It discovered that these parameters were highly impactful, a region of the search space that BO's smoother model may have been less inclined to explore deeply."
Experiment,20,"How does the fixed evaluation budget of 50 runs change the nature of the challenge in the CIFAR-10 experiment, given that the search space is much larger than in the MNIST task?","The budget becomes a much more severe constraint, and the experiment shifts from being a test of finding a global optimum to being a test of **sample efficiency**. With only 50 evaluations in a vast space, the question is no longer 'which algorithm can find the best answer?' but rather 'which algorithm can find the best answer *the fastest* and with the most limited information?'. It's a direct test of how intelligently each optimiser uses every precious evaluation to guide its subsequent decisions."
Experiment,21,Why did you select the Retinal OCT (ROCT) dataset as your first clinical imaging benchmark? What specific properties made it the ideal next step after a standard academic dataset like CIFAR-10?,"The ROCT dataset was chosen as a crucial bridge between clean academic benchmarks and messy real-world data. It introduces key clinical challenges like significant class imbalance and the need to identify subtle, fine-grained features, which are not present in CIFAR-10. However, it is still a well-curated, high-resolution dataset. This made it the perfect environment to test ECO's ability to handle domain-specific, imbalanced data without the extreme label noise of the subsequent NIH experiment."
Experiment,22,"For the ROCT task, you used a pre-trained DenseNet. How might the characteristic dense connectivity of this architecture affect the hyperparameter fitness landscape, and why does that make it a good test for ECO?","DenseNet's architecture, with its massive number of skip connections, creates a fitness landscape where hyperparameters, especially those controlling layer capacity and regularisation, have strong and complex interactions. A change in one layer's growth rate immediately impacts all subsequent layers. This creates a rugged, non-smooth landscape that is very difficult for surrogate-based optimisers to model. It's an excellent test for ECO because its evolutionary, model-free approach is specifically designed to navigate these kinds of highly interacting parameter spaces."
Experiment,23,"In the ROCT experiment, you froze the backbone and only tuned the classifier head. What specific aspect of ECO's performance does this experimental design isolate and test?","This design isolates ECO's capability for **precision and surgical optimisation**. With the main feature extractor frozen, all performance gains must come from perfectly configuring the small, newly-added classifier head. This is a highly constrained problem. It specifically tests ECO's ability to perform fine-grained structural tuning on parameters like growth rate and dropout, a very different and more nuanced challenge than simply tuning the learning rate of a full network."
Experiment,24,"The fANOVA results for the ROCT experiment (Figure 23) show ECO pivoted to focus on 'dropout' and 'growth rate', while Bayesian Optimisation focused on learning rate. What does this tell us about ECO's behaviour in a transfer learning context?","It demonstrates ECO's superior context awareness. It correctly identified that in a transfer learning scenario with a frozen backbone, the most impactful parameters are those that govern the structure and capacity of the *new layers*—in this case, the growth rate and dropout of the classifier head. Bayesian Optimisation defaulted to its standard strategy of tuning training dynamics. ECO adapted its strategy to the specific structure of the problem, proving its ability to find the most fertile ground for optimisation."
Experiment,25,How does the NIH Chest X-ray experiment represent a significant escalation in difficulty compared to the ROCT experiment? What is the primary new challenge it introduces?,"The primary new challenge is **extreme label noise**. While ROCT was complex but clean, the NIH dataset is famously noisy, with a high rate of weakly-supervised and potentially incorrect labels. This fundamentally changes the problem. The challenge is no longer just to find the optimum of a complex fitness landscape, but to find the optimum of a complex landscape where the fitness signal itself is unreliable and deceptive. It is a direct and severe test of an optimiser's robustness."
Experiment,26,"You switched from a DenseNet to an EfficientNet for the NIH task. What was the pragmatic, resource-based rationale for this architectural choice?","The rationale was purely pragmatic and driven by the scale of the NIH dataset. EfficientNet architectures are renowned for providing a state-of-the-art balance between accuracy and computational efficiency (parameter and FLOP count). Given the very large scale of the NIH dataset (over 100,000 images), using a model known for its efficiency was a necessary choice to make the experiment computationally feasible within the resource constraints of this project."
Experiment,27,How does the known label noise in the NIH dataset pose a specific and severe threat to a feedback-driven optimiser like ECO or Bayesian Optimisation?,"Label noise is a severe threat because it makes the fitness function a stochastic and unreliable oracle. A genuinely good set of hyperparameters might, by chance, be evaluated on a batch with many mislabeled images and receive a poor score, misleading the optimiser. For Bayesian Optimisation, this can corrupt its surrogate model of the entire landscape. For ECO, it can lead to the premature extinction of good alleles. An algorithm's success on this task is a direct measure of its resilience to this deceptive feedback."
Experiment,28,"Given this high-noise environment, why do you hypothesise that ECO so significantly outperformed Bayesian Optimisation in the NIH experiment? Which of its mechanisms is best suited to handling a noisy fitness signal?","ECO's advantage comes from two mechanisms. First, its **population-based** nature provides an inherent buffer; a single noisy evaluation might mislead one individual, but it is less likely to derail the search direction of the entire population. Second, and more importantly, the **local, consensus-based decisions of the cellular operators** act as a powerful noise filter. An allele that receives a single, noisy high-fitness score is unlikely to have high-performing neighbours, and thus is less likely to trigger operators like Injection. This reliance on a local consensus makes the system more resilient to spurious, individual fitness evaluations."
Experiment,29,"In the NIH experiment, the fANOVA (Figure 29) again shows ECO focusing on dropout and weight decay. In such a noisy dataset, what is the strategic importance of focusing on these regularisation parameters?","In a high-noise environment, the risk of the model overfitting to the noisy labels is extremely high. Regularisation parameters like dropout and weight decay are the primary defense against this. They prevent the model from becoming too complex and memorising the noise in the training data. ECO's ability to identify these parameters as the most important ones is a sign of an intelligent search. It correctly deduced that the key to success on this problem was not to fit the data harder, but to generalise better and be more robust to the noise."
Experiment,30,"If you had an unlimited computational budget for the NIH experiment, would you have changed your experimental design? If so, what would you have changed?","With an unlimited budget, two things would change. First, I would have used the full dataset, not a subset. Second, I would have run the baseline methods for multiple trials as well, to get a full statistical profile for them, not just for ECO. However, I would argue that the *constrained* budget design is actually a more meaningful test. Real-world HPO is almost always budget-constrained, so demonstrating superior performance under those specific, realistic constraints is arguably a more powerful and relevant result."
Experiment,31,Why was it essential to include a Natural Language Processing task in your experimental suite? What specific aspect of ECO's claimed generality were you testing with the IMDB experiment?,"It was essential for proving that ECO is a truly domain-agnostic optimiser. The previous four experiments were all in computer vision. The IMDB task was designed to explicitly test and validate the hypothesis that ECO's core principles are not tied to any specific data modality or model architecture. Its success here demonstrates that it can effectively navigate the unique hyperparameter landscapes of Transformer-based language models, confirming its claim of general-purpose utility."
Experiment,32,"How does the use of a massive, pre-trained model like BERT Base fundamentally change the nature of the hyperparameter optimisation problem compared to the smaller models trained from scratch in earlier experiments?","Using a large pre-trained model shifts the optimisation problem from one of *feature discovery* to one of *feature adaptation*. The challenge is no longer about finding an entire network configuration from scratch, but about making subtle, precise adjustments to effectively fine-tune a powerful but rigid existing model. This introduces a new and highly sensitive class of hyperparameters, such as learning rate warmup schedules, which test the optimiser's precision and its ability to handle complex parameter interdependencies."
Experiment,33,"The IMDB experiment showed the narrowest performance gap between the advanced optimisers and the baselines. Why do you believe this was the case, and does this suggest a weakness of ECO in this domain?","It doesn't suggest a weakness, but rather a characteristic of the problem itself. A powerful, pre-trained model like BERT Base creates a 'saturated' fitness landscape for a simple task like binary sentiment analysis—meaning, most reasonable configurations will perform very well, leaving little room for improvement. The narrow gap indicates the problem was less about discovering a novel region and more about fine-tuning within a small, high-performing zone. ECO's ability to still find the top-performing configuration, even by a small margin, is a testament to its precision in these constrained scenarios."
Experiment,34,This experiment introduced unique hyperparameters like 'warmup steps'. Can you briefly explain the role of this parameter and why it is a particularly challenging one for an optimiser to tune effectively?,"'Warmup steps' define a period at the beginning of training where the learning rate gradually increases from a very low value up to its target rate. This is critical for stabilising the fine-tuning of large pre-trained models, preventing the large, early gradients from destroying the pre-trained knowledge. It's challenging to tune because its optimal value is highly co-dependent on other parameters, particularly the main learning rate and the batch size. An optimiser must be able to manage this complex interaction, not just tune the parameter in isolation."
Experiment,35,The fANOVA results for the IMDB task (Figure 35) show ECO assigned higher importance to 'warmup steps' and 'max sequence length'. What does this reveal about ECO's search strategy on Transformer models?,"It reveals that ECO's adaptive mechanism correctly identified the unique sensitivities of the Transformer architecture for this task. While a baseline might focus on the generic parameters of learning rate and epochs, ECO's feedback-driven search discovered that for this specific model and problem, the parameters controlling the learning rate schedule and the input data representation were more impactful. It's a clear demonstration of ECO adapting its search strategy to the specific architectural nuances of the model it is optimising."
Experiment,36,What was the primary motivation for concluding your experimental suite with a real-time object detection task? What final question about ECO's capabilities does the YOLO experiment definitively answer?,"The primary motivation was to test ECO's **practicality and viability under production-like constraints**. It definitively answers the question: 'Does ECO's theoretical advantage translate into a real-world benefit in a high-stakes, resource-constrained domain?' It moves beyond academic benchmarks to test ECO on a modern, efficient architecture with a complex, multi-part loss function and a limited compute budget, proving its utility for real-world engineering problems where performance gains are marginal but critical."
Experiment,37,"For the YOLO task, you used a complex, weighted fitness function. Why was this necessary, and how does optimising for a composite metric challenge an optimiser in a way a simple metric like accuracy does not?","A simple metric is insufficient for a complex task like object detection. The composite fitness function was necessary to balance multiple, sometimes competing, objectives: correctly classifying objects, drawing a reasonably accurate bounding box (mAP50), and drawing a highly precise bounding box (mAP50_95). This challenges the optimiser to find a configuration that represents a good Pareto-like compromise across all objectives, which is a much harder task than simply maximising a single, simple value."
Experiment,38,The YOLO experiment introduced unique hyperparameters like 'Box Loss Weight'. Can you explain the role of this parameter and why it is so critical for the performance of an object detection model?,"The YOLO loss function is a sum of multiple components, including a loss for classification and a loss for bounding box regression. The 'Box Loss Weight' controls the relative importance of getting the bounding box coordinates correct. It is a critical tuning parameter because it manages a key trade-off: if the weight is too high, the model might become excellent at drawing boxes but poor at classifying the objects inside them, and vice-versa. The optimiser must find the perfect balance to achieve a high overall detection performance."
Experiment,39,How do you defend the validity of your conclusions from the YOLO experiment when you voluntarily discarded 75% of the available training data?,"The decision was a deliberate and central part of the experimental design: to simulate a **resource-constrained environment**. In many real-world engineering projects, practitioners do not have the time or budget to train on massive datasets. By using a smaller subset, I created a more challenging, low-signal environment that is highly representative of these practical constraints. The goal was not to build the world's best YOLO model, but to determine which optimiser performs best under the kind of realistic, limited-data conditions that engineers frequently face."
Experiment,40,"The absolute performance gains in the YOLO experiment were the smallest in the thesis, yet you frame it as a success for ECO. Can you defend this interpretation?","Absolutely. The success in the YOLO experiment is measured by the **relative gain**, not the absolute score. In a highly optimised, production-grade architecture like YOLOv11 nano, running on a limited dataset, the potential for any improvement is inherently small. The fitness landscape is incredibly difficult. The fact that ECO was still able to consistently find a better configuration and achieve the highest score, finding a clear edge where others could not, is a significant result. It proves that its adaptive mechanism can provide a competitive advantage even in the most challenging and constrained of optimisation scenarios."
Experiment,41,Why did you not include benchmark suites like BBOB or COCO in this thesis?,"Because this thesis focuses on applied hyperparameter optimisation under domain-specific constraints. While BBOB and COCO are excellent for theoretical benchmarking, they do not reflect the real-world challenges ECO is designed to address, such as frozen architectures, sparse feedback, or narrow evaluation budgets. That said, they are ideal for controlled convergence and ablation studies, which are planned separately."
Experiment,42,"Why didn’t you include Neural Architecture Search (NAS), especially since ECO was tested on YOLO?","Because NAS involves a different class of search complexity — it requires encoding, hardware-awareness, and often reinforcement-style controllers. ECO currently operates on flat, bounded metadata; extending it to architecture generation is feasible but was beyond scope. YOLO was included for its dense parameter space and to test ECO under computational and architectural stress, not for architecture search."
Experiment,43,Were there any results that genuinely surprised you during experimentation?,"Yes. ECOs ability to extract useful optimisation signal from complex, partially frozen models such as YOLO or XRAY was not guaranteed. Early development focused on simpler models for speed. Seeing ECO generate competitive results under high-dimensional, noisy, and underdetermined conditions demonstrated a robustness that was not anticipated at the outset."
Experiment,44,Could ECO’s adaptive generativity bias it toward convex or smooth loss landscapes?,"No more than any optimiser, and likely less. ECO does not impose structural priors or assume surface shape. Its operations are local and feedback-driven, and it remains interpretable in failure. In deceptive or discontinuous regimes, it may struggle but unlike surrogate-based methods, ECO's mechanisms (extinction, coalescence, allele decay) actively respond to signal loss."
Experiment,45,You rely on fANOVA for interpretability. Isn’t that risky under constrained evaluations?,"Yes, and thats why fANOVA is used post hoc not as part of the search logic. It is a lens for attribution, not an optimiser component. We interpret its outputs carefully, looking for consistent patterns across tasks. We do not make structural decisions from it, which reduces the risk of overfitting to spurious correlations."
Experiment,46,"If you had to remove one experiment, which would it be, and why?","MNIST. It served as a sanity check and early development scaffold, but its low complexity offers little value in a final evaluation suite. ECO's advantages appear more clearly on tasks where space is rich, feedback is sparse, and priors are weak. MNIST does not challenge the algorithm in any meaningful way."
Experiment,47,Some might say your experimental chapter is just an 'elaborate demonstration'. Is there any genuine falsifiability?,"Yes. ECOs claims are empirical: that it builds search structure from feedback and outperforms static priors under constraint. If it had collapsed into random search, or failed to improve entropy and fitness simultaneously, the architecture would have been falsified. Pilot studies showed such failure modes. The experiments are not decorative, they test the system under pressure."
Experiment,48,Would ECO remain competitive if you increased the evaluation budget significantly?,"Possibly  but that is not ECOs design goal. Given unbounded budget, even naive samplers can converge eventually. ECO is built for efficiency under epistemic constraint: to succeed early, adapt continuously, and avoid the hidden costs of surrogate modelling. Its strength is not brute force, but structural adaptation when resources are scarce."
Experiment,49,How would you defend ECO against the criticism that you designed the experiments to suit its strengths?,"By noting that the tasks were chosen for diversity, not flattery. Each one stresses ECO differently — limited data (IMDB), complex surfaces (YOLO), constrained feedback (XRAY), and tight budgets throughout. If anything, several experiments gave ECO little margin for error. We did not design the tasks around its features, we tested whether its features held up under stress."
Experiment,50,"Let’s say ECO had failed — what would that failure have looked like, and what would you have concluded?","Failure would have looked like stagnation, no allele diversity, no structural emergence, no convergence, just random drift. If ECO had shown no consistent advantage over random search or BO, I would have concluded that adaptive structure was insufficient without global guidance. But the experiments show otherwise: local feedback, properly structured, is enough to yield generality."
Results,1,"Looking at your results as a whole, from MNIST to YOLO, what is the single most important story the data tells about the core difference between ECO and the established baseline methods?","The most important story is one of adaptive intelligence. The results consistently show that while baselines like Bayesian Optimisation are effective when the landscape is well-behaved, ECO's performance advantage grows as the problem becomes more constrained, noisy, or structurally complex. The data tells a clear story: ECO's strength is not just in finding optima, but in its ability to adapt its entire search *strategy* to the unique character of the problem, a capability the more rigid baselines lack."
Results,2,"You chose the non-parametric Mann-Whitney U test for your statistical analysis. Given that some of your experiments use well-understood models and data, might a standard t-test have been a reasonable alternative? How do you defend your choice?","While a t-test might have been reasonable for some of the cleaner distributions, choosing the Mann-Whitney U test was a decision based on **universal rigor**. Rather than making assumptions about the normality of any of the output distributions, I chose the method that is robust by default. This ensures that the statistical conclusions are sound across *all* experiments, from the well-behaved MNIST task to the noisy NIH task, without needing to justify the choice on a case-by-case basis. It is the more conservative and statistically defensible choice."
Results,3,"You report Cohen's d for effect size. In which experiment was this metric most informative for understanding the performance gap, and were there any cases where it behaved unexpectedly?","Cohen's d was most informative in the **NIH X-Ray experiment**. The plots showed a clear performance gap, and the large effect size of d=0.87 (Table 8) provided a robust, quantitative confirmation of this visual intuition. Its most unexpected behaviour was in the **IMDB experiment**. Despite ECO achieving a substantially higher peak fitness than BO (96% vs 90%), the effect size was small (d=0.18, Table 10). This is a crucial insight: it suggests that while ECO found a much better region of the search space, the performance of the candidates *within* each optimiser's search region was tightly clustered, leading to a small standardised mean difference."
Results,4,"Looking across all your fANOVA results, what is the most consistent and compelling piece of evidence that supports your central claim of ECO's *structural adaptation*?","The most consistent piece of evidence is the recurring pattern seen in the transfer learning experiments, particularly ROCT and NIH. In both cases, where the problem was constrained to a small classifier head, the fANOVA heatmaps (e.g., Figure 23, Figure 29) clearly show ECO shifting its search effort to the structural and regularisation parameters of that head (like 'growth rate' and 'dropout'). In contrast, Bayesian Optimisation consistently defaulted to focusing on generic training dynamics like learning rate. This is the 'smoking gun' that shows ECO adapting its search to the structure of the problem itself."
Results,5,"Across multiple experiments, ECO's fitness trajectory shows a characteristic pattern of slower initial progress followed by a strong late-stage ascent. How does this support your claim that you did not unfairly 'pre-tune' ECO for competitive behaviour?","This pattern is actually strong evidence of a fair, non-pre-tuned comparison. The slower start reflects the initial, unbiased cost of ECO building its representation of the search space from a neutral starting point. If it had been unfairly pre-tuned, we would expect to see it start with a high-performing configuration. Instead, it 'earns' its advantage over the course of the run. This trajectory is the signature of an algorithm that is learning and adapting as it goes, which was precisely the goal of the comparison."
Results,6,"What is a plausible, hypothetical result you could have seen in your experiments that would have seriously challenged or falsified the central claims of your thesis?","A falsifying result would have been seeing ECO consistently outperformed by Bayesian Optimisation on the noisiest and most structurally complex tasks, like the NIH or YOLO experiments. The central claim of the thesis is that ECO's generative structure is a specific advantage in these difficult regimes where surrogate models might struggle. If a standard surrogate-based model had still proven superior under those exact conditions, it would have fundamentally undermined the core premise of my work."
Results,7,An examiner might be concerned that any powerful optimiser is at risk of 'overfitting' to the validation set. What evidence can you provide from your results to counter this claim for ECO?,"While any optimiser can overfit the validation set, ECO's mechanism provides some inherent protection. The key evidence is in its behaviour on the high-noise NIH task. There, the fANOVA showed ECO focusing on *regularisation* parameters like dropout and weight decay. An optimiser that was simply hill-climbing would have driven these to zero to maximise performance on the validation data. The fact that ECO actively strengthened regularisation is strong evidence that it was optimising for generalisation, not just overfitting."
Results,8,"In the IMDB experiment, ECO achieved a final fitness of 96% while the best result from Bayesian Optimisation was 90%. Given the power of a pre-trained model like BERT, this is a surprisingly large performance gap. How do you explain ECO's significant advantage in this domain?","The explanation lies in the fANOVA analysis (Figure 35). The results show that ECO identified and exploited hyperparameters that are uniquely important for fine-tuning Transformers, specifically 'warmup steps' and 'max sequence length'. BO's surrogate model, likely biased toward smoother parameters, focused on the more generic learning rate and batch size. ECO's advantage came from its ability to discover that for this specific architecture, the key to unlocking performance was not in the standard training dynamics, but in the more subtle parameters governing the learning schedule and data representation."
Results,9,"Across the six fANOVA analyses, a clear pattern emerges where ECO often assigns higher importance to structural or regularisation parameters than Bayesian Optimisation. What does this recurring pattern suggest about the fundamental difference in their search strategies?","This pattern suggests a fundamental difference in inductive bias. Bayesian Optimisation's surrogate model is inherently biased towards finding and exploiting smooth, predictable relationships, which are most often found in scalar parameters like learning rate. ECO's evolutionary, model-free mechanism has no such bias. It is freer to explore the impact of all parameters, including the more combinatorial and rugged landscapes of structural and regularisation parameters. The recurring pattern shows that ECO consistently discovers that these less 'smooth' parameters are highly impactful, revealing a strategic blindness in the standard BO approach."
Results,10,"Your results show ECO consistently achieving the single highest fitness score in all six experiments. A critic might argue this is just evidence of a good 'explorer'. What evidence from the fitness *distributions*, such as the box plots and ECDFs, demonstrates that ECO is also a strong and reliable 'exploiter'?","That's a crucial distinction. The evidence for its strong exploitation is in the shape of the final fitness distributions, particularly in the later experiments. The box plots (e.g., Figure 25 for NIH) show not just a high-performing outlier, but that the entire upper quartile and median of ECO's population have been lifted. Similarly, the ECDF curves (e.g., Figure 26) show a clear rightward shift, meaning a large proportion of the candidate solutions are concentrated in the high-performance region. This proves that ECO doesn't just find one lucky solution; it reliably exploits promising regions to concentrate its entire population at a higher performance level."
Results,11,"Figure 8 shows the ECDF curves for the MNIST experiment. While ECO's curve is superior to the baselines, it lags behind Bayesian Optimisation until the very highest quantiles. What does this specific shape tell us about the comparative search dynamics of ECO and BO on this problem?","It reveals a classic trade-off. On a simple, low-noise landscape like MNIST, BO's surrogate model is highly efficient at quickly identifying and exploiting the main basin of attraction, giving it a strong early and mid-game performance. ECO's initial phase of building its representation is slower. However, the fact that ECO's curve catches and exceeds BO's at the absolute top end suggests its fine-grained refinement operators can discover elite configurations even in simple landscapes that BO's smoother model might miss."
Results,12,"For the MNIST task, the performance difference between ECO and Bayesian Optimisation was not statistically significant after Bonferroni correction (Figure 10). How do you defend ECO's value, given this statistical parity with a key baseline on your first experiment?","The goal of the MNIST experiment was not to prove statistical superiority, but to rigorously validate the fundamental viability of the ECO framework. Achieving statistical parity with a powerful, state-of-the-art optimiser like BO on a clean, standard benchmark is a strong result in itself. It demonstrates that ECO's novel mechanisms are, at a minimum, as effective as established methods, providing the necessary foundation to then test its hypothesised advantages on more complex problems."
Results,13,The fANOVA for MNIST (Figure 11) shows ECO attributed notably higher importance to the structural parameter 'Layers' than BO did. What is the key strategic insight we can draw from this subtle difference in behaviour?,"This difference is a crucial, early signal of ECO's unique search strategy. It demonstrates that even on a simple problem, its evolutionary mechanism is inherently more sensitive to the impact of *structural* changes in the model. While BO focused almost exclusively on tuning the continuous training dynamics, ECO's search process was already exploring the architectural landscape. This supports the core thesis that ECO is not just a value-tuner but a structural optimiser by nature."
Results,14,"While the MNIST experiment was a successful validation of ECO's mechanics, what key aspect of its hypothesised advantage does this simple, low-noise experiment necessarily *fail* to demonstrate?","The MNIST experiment, precisely because it is a clean and relatively simple fitness landscape, fails to demonstrate ECO's primary hypothesised advantage: **robustness to noise and complex structural interactions**. The very reason it's a good 'sandbox' for validation is that the signal is clear. Its ability to outperform baselines in more deceptive, rugged, and noisy landscapes is a hypothesis that this first experiment is not designed to test, but rather to set the stage for."
Results,15,"In the CIFAR-10 ECDF (Figure 14), the performance gap between the intelligent optimisers (ECO/BO) and the uninformed methods is much wider than it was for MNIST. What does this widening gap tell us about the nature of the CIFAR-10 search space?","The widening gap indicates that the CIFAR-10 search space is significantly more difficult, and that the probability of 'getting lucky' with a random sample is much lower. In a more complex, higher-dimensional space, the value of having an intelligent, feedback-driven search strategy becomes far more pronounced, hence the clear separation of ECO and BO from the uninformed methods. It's a clear illustration of the principle that as problem complexity increases, so does the advantage of intelligent optimisation."
Results,16,"Again, the performance difference between ECO and BO on CIFAR-10 was not statistically significant. Why do you think Bayesian Optimisation was able to remain so competitive on this more complex vision task?","BO remained competitive because the primary drivers of performance for this standard CNN architecture are still the training dynamics—learning rate and batch size—which tend to have relatively smooth response surfaces. These are the exact types of parameters that BO's Gaussian Process surrogate model is exceptionally good at optimising. The problem, while more complex than MNIST, was not yet complex or noisy enough to fundamentally violate the smoothness assumptions that BO relies on for its efficiency."
Results,17,The fANOVA for CIFAR-10 (Figure 17) shows the same pattern as in MNIST: ECO attributed higher importance to structural parameters like 'Filters' and 'Dropout' than BO did. How does this repeated result strengthen your claims about ECO's unique behaviour?,"Seeing this pattern repeat on a more complex problem is highly significant. It demonstrates that the behaviour observed in MNIST was not an anomaly. It provides mounting evidence that ECO has a consistent and inherent strategic bias towards exploring and exploiting structural and regularisation parameters more effectively than surrogate-based methods. This reinforces the argument that ECO is a fundamentally different *kind* of optimiser, not just a minor variant."
Results,18,"The fitness trajectory for CIFAR-10 (Figure 12) shows ECO's performance tracking much more closely with BO's from the start, unlike in MNIST where it lagged initially. What might this change in the dynamic suggest?","It suggests that as the problem complexity increased from MNIST to CIFAR-10, the initial 'cost' of ECO's representation-building phase became a more valuable and immediate investment. On a more rugged landscape, the initial exploratory steps and allele injections provide more useful information right away, allowing ECO to keep pace with BO's exploitative strategy from the very beginning, whereas on the simpler MNIST task, that initial exploration was less immediately rewarding."
Results,19,"What is the primary question about ECO's robustness that the CIFAR-10 experiment, with its clean and well-curated dataset, still leaves unanswered?","The CIFAR-10 experiment, despite its increased complexity, still uses a clean, balanced, and well-labelled academic dataset. It therefore leaves the most crucial question of robustness unanswered: **How will ECO perform in the face of real-world data imperfections?** It does not test how the algorithm's feedback mechanisms will cope with a high-noise environment, significant class imbalance, or weakly-supervised labels, which are the exact challenges that the subsequent clinical imaging experiments were designed to address."
Results,20,"The Cohen's d value between ECO and Random Search for CIFAR-10 was -1.41 (Table 4), a very large effect. What is the practical, real-world implication of such a large effect size between these two methods?","The practical implication is that for a moderately complex problem like this, the choice of optimiser is not a minor detail but a critical factor for success. A large effect size like this means that the performance distributions have very little overlap; almost any run of ECO will outperform almost any run of Random Search. It's a clear, quantitative signal to a practitioner that simply increasing the number of random samples is a far less effective strategy than choosing a more intelligent algorithm."
